banking marketing,,,,,,,,,,,,,,,,,,
customer id and age.,,Customer salary and balance.,,Customer marital status and job with education level.,,particular customer before targeted or not,,Loan types: loans or housing loans,,Contact type,,month of contact,duration of call,,,,outcome of previous contact,response of customer after call happned
37729,39,100000,1090,married,"management,tertiary",yes,no,yes,no,cellular,14,"may, 2017",0.183333333333333 min,5,-1,0,unknown,no
37730,45,20000,345,married,"blue-collar,primary",yes,no,yes,no,telephone,14,"may, 2017",4.81666666666667 min,3,-1,0,unknown,no
37731,43,60000,38,married,"technician,secondary",yes,no,yes,no,cellular,14,"may, 2017",4.55 min,1,-1,0,unknown,no
37732,30,50000,43,single,"admin.,secondary",yes,no,yes,no,cellular,14,"may, 2017",1.51666666666667 min,1,370,2,failure,no
37733,40,20000,3705,married,"blue-collar,primary",yes,no,yes,no,cellular,14,"may, 2017",0.383333333333333 min,1,332,1,failure,no
37734,28,60000,375,single,"technician,tertiary",no,no,yes,no,cellular,14,"may, 2017",0.716666666666667 min,1,350,1,other,no
37735,43,100000,-271,married,"management,tertiary",yes,no,yes,yes,telephone,14,"may, 2017",2.01666666666667 min,1,-1,0,unknown,no
37736,40,20000,973,divorced,"blue-collar,secondary",yes,no,no,no,cellular,14,"may, 2017",7.48333333333333 min,1,-1,0,unknown,yes
37737,50,100000,125,married,"management,secondary",yes,no,yes,yes,cellular,14,"may, 2017",0.133333333333333 min,5,-1,0,unknown,no
37738,30,20000,15,married,"blue-collar,secondary",yes,no,yes,yes,cellular,14,"may, 2017",8.73333333333333 min,1,370,2,failure,no
37739,37,20000,397,married,"blue-collar,primary",yes,no,yes,no,telephone,14,"may, 2017",0.216666666666667 min,5,-1,0,unknown,no
37740,48,100000,541,divorced,"management,tertiary",no,no,yes,no,cellular,14,"may, 2017",1.2 min,1,363,2,other,no
37741,46,20000,431,married,"blue-collar,secondary",yes,no,yes,no,cellular,14,"may, 2017",2.61666666666667 min,4,367,1,failure,no
37742,60,20000,1407,married,"blue-collar,secondary",yes,no,yes,no,cellular,14,"may, 2017",1.86666666666667 min,1,370,1,failure,no
37743,34,20000,175,married,"blue-collar,secondary",yes,no,yes,no,cellular,14,"may, 2017",0.833333333333333 min,2,364,2,failure,no
37744,43,120000,2315,married,"entrepreneur,primary",yes,no,yes,yes,cellular,14,"may, 2017",0.7 min,1,-1,0,unknown,no
37745,41,20000,1880,single,"blue-collar,secondary",yes,no,no,yes,cellular,14,"may, 2017",0.583333333333333 min,1,356,10,other,no
37746,33,20000,142,single,"blue-collar,secondary",yes,no,yes,no,cellular,14,"may, 2017",2.05 min,1,360,3,other,no
37747,43,60000,214,single,"technician,secondary",yes,no,yes,no,cellular,14,"may, 2017",5.58333333333333 min,1,-1,0,unknown,no
37748,32,50000,684,married,"admin.,secondary",yes,no,yes,no,cellular,14,"may, 2017",10.1166666666667 min,3,-1,0,unknown,yes
37749,30,20000,-97,married,"blue-collar,secondary",yes,no,yes,yes,cellular,14,"may, 2017",4.25 min,1,356,1,other,no
37750,34,20000,1351,single,"blue-collar,secondary",yes,no,yes,no,cellular,14,"may, 2017",5.56666666666667 min,2,-1,0,unknown,no
37751,55,55000,-966,married,"retired,primary",yes,no,no,yes,cellular,14,"may, 2017",1.73333333333333 min,1,-1,0,unknown,no
37752,29,100000,231,married,"management,secondary",yes,no,no,no,cellular,14,"may, 2017",17.9166666666667 min,1,14,1,failure,yes
37753,35,100000,1212,married,"management,tertiary",yes,no,yes,no,cellular,14,"may, 2017",3.91666666666667 min,1,352,1,other,no
37754,40,20000,637,married,"blue-collar,primary",yes,no,yes,no,cellular,14,"may, 2017",3.33333333333333 min,1,-1,0,unknown,no
37755,31,20000,625,married,"blue-collar,secondary",yes,no,yes,no,cellular,14,"may, 2017",2.28333333333333 min,3,-1,0,unknown,no
37756,37,60000,5957,divorced,"technician,secondary",yes,no,yes,no,cellular,14,"may, 2017",1.06666666666667 min,3,177,2,failure,no
37757,41,20000,580,married,"blue-collar,secondary",yes,no,yes,no,cellular,14,"may, 2017",14.5666666666667 min,1,363,1,failure,yes
37758,28,100000,1027,single,"management,tertiary",no,no,yes,no,cellular,14,"may, 2017",7.21666666666667 min,1,-1,0,unknown,no
37759,31,100000,0,married,"management,tertiary",yes,no,yes,no,cellular,14,"may, 2017",3.58333333333333 min,1,-1,0,unknown,no
37760,31,60000,7567,single,"technician,secondary",yes,no,no,no,cellular,14,"may, 2017",4.78333333333333 min,1,276,2,failure,no
37761,51,20000,708,single,"blue-collar,secondary",yes,no,yes,no,telephone,14,"may, 2017",6.51666666666667 min,1,364,1,failure,no
37762,46,16000,198,single,"housemaid,secondary",yes,no,yes,no,cellular,14,"may, 2017",1.55 min,1,350,1,other,no
37763,57,70000,0,married,"services,secondary",yes,no,yes,no,cellular,14,"may, 2017",0.266666666666667 min,9,282,3,other,no
37764,28,4000,704,married,"student,secondary",yes,no,yes,yes,cellular,14,"may, 2017",2.85 min,3,-1,0,unknown,no
37765,26,60000,468,single,"technician,tertiary",no,no,yes,no,cellular,14,"may, 2017",3.68333333333333 min,2,364,1,failure,no
37766,47,50000,1934,married,"admin.,secondary",yes,no,no,yes,cellular,14,"may, 2017",3.75 min,1,364,1,failure,no
37767,36,100000,1825,married,"management,secondary",yes,no,yes,no,cellular,14,"may, 2017",0.4 min,1,346,1,failure,no
37768,28,50000,22,married,"admin.,secondary",yes,no,yes,yes,cellular,14,"may, 2017",8.71666666666667 min,2,-1,0,unknown,no
37769,32,20000,-103,married,"blue-collar,secondary",yes,no,yes,no,cellular,14,"may, 2017",4.96666666666667 min,1,-1,0,unknown,no
37770,38,70000,393,single,"services,primary",yes,no,yes,no,cellular,14,"may, 2017",3.33333333333333 min,1,-1,0,unknown,no
37771,30,20000,99,married,"blue-collar,primary",yes,no,yes,no,telephone,14,"may, 2017",1.55 min,1,-1,0,unknown,no
37772,33,60000,716,single,"technician,secondary",yes,no,yes,no,cellular,14,"may, 2017",3.9 min,2,-1,0,unknown,no
37773,38,20000,132,married,"blue-collar,primary",yes,no,yes,no,cellular,14,"may, 2017",13.2833333333333 min,2,-1,0,unknown,no
37774,36,60000,-206,single,"technician,secondary",yes,no,yes,no,cellular,14,"may, 2017",6.98333333333333 min,1,360,4,failure,no
37775,30,20000,-177,single,"blue-collar,secondary",yes,no,yes,no,cellular,14,"may, 2017",1.45 min,1,345,2,other,no
37776,53,70000,4778,single,"services,secondary",yes,no,yes,no,cellular,14,"may, 2017",1.38333333333333 min,1,-1,0,unknown,no
37777,42,120000,171,married,"entrepreneur,tertiary",yes,no,yes,no,cellular,14,"may, 2017",2.25 min,1,176,5,failure,no
37778,51,100000,-256,divorced,"management,tertiary",no,no,yes,yes,cellular,14,"may, 2017",1.61666666666667 min,1,-1,0,unknown,no
37779,39,50000,1089,divorced,"admin.,secondary",yes,no,yes,no,cellular,14,"may, 2017",2.13333333333333 min,1,-1,0,unknown,no
37780,45,120000,276,married,"entrepreneur,primary",yes,no,yes,yes,cellular,14,"may, 2017",9.76666666666667 min,1,364,1,failure,no
37781,34,100000,273,married,"management,tertiary",yes,no,yes,no,cellular,14,"may, 2017",8.2 min,1,175,2,failure,yes
37782,29,50000,111,married,"admin.,tertiary",yes,no,no,no,cellular,14,"may, 2017",3.46666666666667 min,1,-1,0,unknown,no
37783,54,20000,316,married,"blue-collar,primary",yes,no,yes,no,cellular,14,"may, 2017",4 min,1,-1,0,unknown,no
37784,27,20000,1295,married,"blue-collar,secondary",yes,no,yes,no,cellular,14,"may, 2017",18.4333333333333 min,1,-1,0,unknown,no
37785,31,20000,538,single,"blue-collar,primary",yes,no,yes,no,cellular,14,"may, 2017",11.7166666666667 min,4,-1,0,unknown,no
37786,43,60000,275,single,"technician,tertiary",no,no,yes,no,telephone,14,"may, 2017",2.51666666666667 min,2,360,1,other,no
37787,39,20000,300,married,"blue-collar,secondary",yes,no,yes,no,cellular,14,"may, 2017",8.43333333333333 min,1,-1,0,unknown,no
37788,39,20000,-220,married,"blue-collar,secondary",yes,no,yes,no,cellular,14,"may, 2017",4.7 min,1,352,2,failure,no
37789,32,20000,811,single,"blue-collar,secondary",yes,no,yes,no,cellular,14,"may, 2017",9.38333333333333 min,1,-1,0,unknown,yes
37790,23,20000,1105,single,"blue-collar,secondary",yes,no,yes,no,cellular,14,"may, 2017",6.28333333333333 min,1,-1,0,unknown,no
37791,42,20000,177,single,"blue-collar,primary",yes,no,yes,no,cellular,14,"may, 2017",2.9 min,2,-1,0,unknown,no
37792,33,20000,245,married,"blue-collar,secondary",yes,no,yes,no,cellular,14,"may, 2017",7.28333333333333 min,2,370,8,other,no
37793,47,60000,3,married,"self-employed,tertiary",yes,no,yes,no,cellular,14,"may, 2017",3.31666666666667 min,15,-1,0,unknown,no
37794,29,50000,1761,married,"admin.,secondary",yes,no,yes,yes,cellular,14,"may, 2017",2.91666666666667 min,1,-1,0,unknown,no
37795,33,100000,262,married,"management,primary",yes,no,yes,no,cellular,14,"may, 2017",6.43333333333333 min,3,-1,0,unknown,no
37796,42,60000,2,married,"self-employed,secondary",yes,no,yes,no,cellular,14,"may, 2017",0.85 min,5,-1,0,unknown,no
37797,37,50000,141,divorced,"admin.,secondary",yes,no,yes,no,cellular,14,"may, 2017",3.88333333333333 min,1,-1,0,unknown,no
37798,33,20000,60,single,"blue-collar,primary",yes,no,yes,no,cellular,14,"may, 2017",1.23333333333333 min,1,290,2,failure,no
37799,33,100000,-149,single,"management,tertiary",no,no,yes,no,cellular,14,"may, 2017",1.85 min,1,296,3,failure,no
37800,24,70000,608,single,"services,unknown",no,no,yes,no,cellular,14,"may, 2017",3.06666666666667 min,1,-1,0,unknown,no
37801,58,60000,28318,married,"self-employed,secondary",yes,no,yes,no,cellular,14,"may, 2017",2.8 min,2,-1,0,unknown,no
37802,25,70000,-107,single,"services,secondary",yes,no,yes,no,cellular,14,"may, 2017",2.6 min,1,-1,0,unknown,no
37803,33,60000,287,single,"technician,secondary",yes,no,yes,no,cellular,14,"may, 2017",1.61666666666667 min,1,358,8,failure,no
37804,31,60000,23,single,"technician,secondary",yes,no,yes,no,cellular,14,"may, 2017",1.61666666666667 min,1,370,1,failure,no
37805,37,70000,75,divorced,"services,secondary",yes,no,yes,no,cellular,14,"may, 2017",2.66666666666667 min,1,-1,0,unknown,no
37806,39,70000,1048,single,"services,secondary",yes,no,yes,no,cellular,14,"may, 2017",2.48333333333333 min,1,-1,0,unknown,no
37807,34,50000,0,married,"admin.,primary",yes,no,yes,yes,cellular,14,"may, 2017",17 min,1,-1,0,unknown,yes
37808,34,60000,1272,single,"self-employed,tertiary",no,no,yes,no,cellular,14,"may, 2017",3.36666666666667 min,1,-1,0,unknown,no
37809,44,16000,1342,married,"housemaid,primary",yes,no,yes,yes,telephone,14,"may, 2017",1.86666666666667 min,2,370,2,failure,no
37810,53,100000,261,married,"management,tertiary",yes,no,yes,no,telephone,14,"may, 2017",2.56666666666667 min,2,336,2,failure,no
37811,24,20000,456,married,"blue-collar,primary",yes,no,no,no,cellular,14,"may, 2017",5.61666666666667 min,2,-1,0,unknown,no
37812,36,60000,1354,divorced,"self-employed,tertiary",no,no,yes,no,cellular,14,"may, 2017",28.7166666666667 min,1,356,2,success,yes
37813,35,4000,2755,divorced,"student,primary",yes,no,yes,no,cellular,14,"may, 2017",2.95 min,2,345,3,other,no
37814,33,70000,-448,single,"services,secondary",yes,no,yes,no,cellular,14,"may, 2017",1.58333333333333 min,2,-1,0,unknown,no
37815,43,20000,533,married,"blue-collar,primary",yes,no,yes,no,cellular,14,"may, 2017",4.1 min,2,370,1,other,no
37816,58,20000,2246,divorced,"blue-collar,primary",yes,no,yes,no,cellular,14,"may, 2017",4.9 min,2,-1,0,unknown,no
37817,52,100000,482,divorced,"management,tertiary",no,no,yes,no,cellular,14,"may, 2017",2.7 min,4,365,1,failure,no
37818,29,50000,-254,divorced,"admin.,secondary",yes,no,yes,no,cellular,14,"may, 2017",6.76666666666667 min,2,-1,0,unknown,yes
37819,46,20000,312,married,"blue-collar,secondary",yes,no,yes,no,cellular,14,"may, 2017",0.333333333333333 min,2,-1,0,unknown,no
37820,34,20000,237,married,"blue-collar,secondary",yes,no,yes,no,cellular,14,,1.91666666666667 min,3,-1,0,unknown,no
37821,36,20000,0,divorced,"blue-collar,primary",yes,no,no,no,cellular,14,"may, 2017",9.05 min,2,-1,0,unknown,no
37822,35,20000,422,married,"blue-collar,primary",yes,no,yes,no,cellular,14,"may, 2017",1.21666666666667 min,1,-1,0,unknown,no
37823,42,16000,1179,single,"housemaid,primary",yes,no,yes,no,cellular,14,"may, 2017",2.26666666666667 min,1,337,4,failure,no
37824,39,20000,0,single,"blue-collar,secondary",yes,no,yes,no,cellular,14,"may, 2017",0.15 min,10,330,10,other,no
37825,37,20000,700,married,"blue-collar,secondary",yes,no,yes,no,cellular,14,"may, 2017",2.3 min,1,-1,0,unknown,no
37826,33,16000,96,single,"housemaid,secondary",yes,no,yes,no,cellular,14,"may, 2017",0.5 min,6,-1,0,unknown,no
37827,45,20000,1003,married,"blue-collar,secondary",yes,no,yes,no,cellular,14,"may, 2017",7.4 min,1,-1,0,unknown,no
37828,26,70000,864,married,"services,secondary",yes,no,yes,yes,cellular,14,"may, 2017",7.76666666666667 min,1,-1,0,unknown,no
37829,48,20000,65,divorced,"blue-collar,secondary",yes,no,yes,no,cellular,14,"may, 2017",2.43333333333333 min,1,370,1,failure,no
37830,33,20000,249,married,"blue-collar,secondary",yes,no,yes,no,cellular,14,"may, 2017",0.116666666666667 min,7,287,4,failure,no
37831,36,20000,779,married,"blue-collar,secondary",yes,no,yes,no,cellular,14,"may, 2017",2.86666666666667 min,1,-1,0,unknown,no
37832,28,60000,58,married,"technician,secondary",yes,no,yes,no,cellular,14,"may, 2017",0.266666666666667 min,6,351,1,failure,no
37833,35,70000,221,divorced,"services,secondary",yes,no,yes,no,cellular,14,"may, 2017",2.5 min,1,360,1,failure,no
37834,27,20000,-330,married,"blue-collar,secondary",yes,no,yes,yes,cellular,14,"may, 2017",1.46666666666667 min,1,353,2,failure,no
37835,34,50000,774,married,"admin.,secondary",yes,no,yes,yes,cellular,14,"may, 2017",2.71666666666667 min,1,175,6,other,no
37836,45,20000,87,married,"blue-collar,secondary",yes,no,yes,no,cellular,14,"may, 2017",1.6 min,1,360,3,failure,no
37837,46,20000,1074,divorced,"blue-collar,secondary",yes,no,yes,no,cellular,14,"may, 2017",4.61666666666667 min,2,-1,0,unknown,no
37838,34,100000,28,single,"management,tertiary",no,no,yes,no,cellular,14,"may, 2017",2.91666666666667 min,1,358,2,failure,no
37839,31,20000,536,married,"blue-collar,secondary",yes,no,yes,no,cellular,14,"may, 2017",0.366666666666667 min,6,-1,0,unknown,no
37840,29,60000,604,married,"technician,tertiary",yes,no,yes,no,cellular,14,"may, 2017",7.16666666666667 min,4,-1,0,unknown,no
37841,50,20000,2719,married,"blue-collar,secondary",yes,no,yes,no,cellular,14,"may, 2017",1.61666666666667 min,2,-1,0,unknown,no
37842,52,60000,213,married,"self-employed,secondary",yes,no,yes,no,cellular,14,"may, 2017",2.73333333333333 min,2,-1,0,unknown,no
37843,35,60000,4,married,"technician,tertiary",yes,no,yes,no,cellular,14,"may, 2017",1.46666666666667 min,1,-1,0,unknown,no
37844,38,100000,89,married,"management,tertiary",yes,no,yes,no,cellular,14,"may, 2017",1.18333333333333 min,1,360,10,failure,no
37845,23,16000,650,single,"housemaid,secondary",yes,no,yes,no,cellular,14,"may, 2017",2.26666666666667 min,1,367,4,failure,no
37846,56,20000,-256,married,"blue-collar,secondary",yes,no,yes,yes,cellular,14,"may, 2017",1.53333333333333 min,1,370,2,failure,no
37847,37,20000,190,married,"blue-collar,primary",yes,no,yes,no,cellular,14,"may, 2017",0.283333333333333 min,6,-1,0,unknown,no
37848,36,60000,0,single,"technician,tertiary",no,no,yes,no,cellular,14,"may, 2017",2.58333333333333 min,2,303,3,other,no
37849,39,20000,-100,single,"blue-collar,primary",yes,no,yes,no,cellular,14,"may, 2017",2.65 min,1,358,2,failure,no
37850,25,4000,938,single,"student,tertiary",no,no,yes,no,cellular,14,"may, 2017",0.6 min,1,352,1,other,no
37851,54,55000,2682,divorced,"retired,tertiary",no,no,yes,no,cellular,14,"may, 2017",5.56666666666667 min,1,-1,0,unknown,no
37852,35,100000,478,single,"management,tertiary",no,no,yes,no,cellular,14,"may, 2017",1.78333333333333 min,1,265,2,failure,no
37853,36,120000,2996,divorced,"entrepreneur,secondary",yes,no,yes,no,cellular,14,"may, 2017",1.73333333333333 min,1,-1,0,unknown,no
37854,47,20000,881,married,"blue-collar,primary",yes,no,yes,no,cellular,14,"may, 2017",2.38333333333333 min,1,370,2,failure,no
37855,46,20000,130,married,"blue-collar,secondary",yes,no,yes,no,cellular,14,"may, 2017",1.76666666666667 min,1,349,1,failure,no
37856,46,50000,-236,married,"admin.,secondary",yes,no,yes,no,telephone,14,"may, 2017",3.61666666666667 min,2,-1,0,unknown,no
37857,29,8000,111,married,"unemployed,tertiary",yes,no,yes,no,cellular,14,"may, 2017",3.6 min,1,-1,0,unknown,no
37858,32,60000,15,married,"technician,tertiary",yes,no,no,no,cellular,14,"may, 2017",3.76666666666667 min,1,346,1,failure,no
37859,55,70000,1126,single,"services,secondary",yes,no,yes,no,telephone,14,"may, 2017",2.76666666666667 min,1,-1,0,unknown,no
37860,38,20000,-42,married,"blue-collar,primary",yes,no,yes,no,cellular,14,"may, 2017",1.45 min,1,-1,0,unknown,no
37861,25,50000,1235,single,"admin.,secondary",yes,no,yes,yes,cellular,14,"may, 2017",1.06666666666667 min,1,349,3,failure,no
37862,34,20000,62,single,"blue-collar,secondary",yes,no,yes,no,cellular,14,"may, 2017",1.75 min,1,-1,0,unknown,no
37863,34,60000,687,single,"self-employed,unknown",no,no,yes,no,cellular,14,"may, 2017",1.65 min,2,-1,0,unknown,no
37864,29,20000,-312,married,"blue-collar,secondary",yes,no,yes,yes,cellular,14,"may, 2017",2.16666666666667 min,2,-1,0,unknown,no
37865,28,20000,335,married,"blue-collar,tertiary",yes,no,yes,no,cellular,14,"may, 2017",4.26666666666667 min,1,322,3,success,no
37866,25,50000,248,single,"admin.,secondary",yes,no,yes,no,cellular,14,"may, 2017",2.01666666666667 min,1,-1,0,unknown,no
37867,47,20000,133,single,"blue-collar,primary",yes,no,yes,no,cellular,14,"may, 2017",4.75 min,1,330,3,other,no
37868,50,100000,4527,single,"management,secondary",yes,no,yes,no,cellular,14,"may, 2017",2.33333333333333 min,1,-1,0,unknown,no
37869,37,100000,8821,married,"management,tertiary",yes,no,yes,no,cellular,14,"may, 2017",2.78333333333333 min,1,-1,0,unknown,no
37870,28,20000,519,married,"blue-collar,secondary",yes,no,yes,yes,cellular,14,"may, 2017",5.18333333333333 min,1,-1,0,unknown,no
37871,54,100000,-449,divorced,"management,tertiary",no,no,yes,no,cellular,14,"may, 2017",11.5166666666667 min,1,-1,0,unknown,yes
37872,42,20000,1563,divorced,"blue-collar,primary",yes,no,yes,no,cellular,14,"may, 2017",2.73333333333333 min,2,364,1,failure,no
37873,43,70000,2567,married,"services,primary",yes,no,yes,no,cellular,14,"may, 2017",1.81666666666667 min,1,360,2,failure,no
37874,29,20000,7863,married,"blue-collar,secondary",yes,no,yes,no,cellular,14,"may, 2017",18.8166666666667 min,1,-1,0,unknown,yes
37875,30,70000,1222,married,"services,secondary",yes,no,yes,no,cellular,14,"may, 2017",7.4 min,1,-1,0,unknown,no
37876,25,70000,216,single,"services,secondary",yes,no,yes,no,cellular,14,"may, 2017",2.91666666666667 min,3,-1,0,unknown,no
37877,35,20000,336,divorced,"blue-collar,secondary",yes,no,yes,no,cellular,14,"may, 2017",3.18333333333333 min,1,346,2,failure,yes
37878,54,20000,-473,divorced,"blue-collar,unknown",no,no,yes,no,cellular,14,"may, 2017",3.98333333333333 min,1,351,2,failure,no
37879,52,20000,633,married,"blue-collar,secondary",yes,no,yes,no,cellular,14,"may, 2017",4.86666666666667 min,1,-1,0,unknown,no
37880,55,20000,1545,divorced,"blue-collar,unknown",no,no,yes,no,cellular,14,"may, 2017",0.983333333333333 min,1,345,2,failure,no
37881,51,20000,500,married,"blue-collar,secondary",yes,no,no,no,cellular,14,"may, 2017",7.85 min,1,-1,0,unknown,no
